State,County,State+CountyCode,Link_for_percents,Link_for_asbolute
 Florida,Santa Rosa County,1201130,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1201130,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1201130&year=2025&res=county
 Florida,Sarasota County,1201150,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1201150,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1201150&year=2025&res=county
 Florida,Seminole County,1201170,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1201170,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1201170&year=2025&res=county
 Florida,Sumter County,1201190,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1201190,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1201190&year=2025&res=county
 Florida,Suwannee County,1201210,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1201210,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1201210&year=2025&res=county
 Florida,Taylor County,1201230,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1201230,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1201230&year=2025&res=county
 Florida,Union County,1201250,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1201250,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1201250&year=2025&res=county
 Florida,Volusia County,1201270,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1201270,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1201270&year=2025&res=county
 Florida,Wakulla County,1201290,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1201290,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1201290&year=2025&res=county
 Florida,Walton County,1201310,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1201310,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1201310&year=2025&res=county
 Florida,Washington County,1201330,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1201330,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1201330&year=2025&res=county
 Georgia,Appling County,1300010,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300010,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300010&year=2025&res=county
 Georgia,Atkinson County,1300030,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300030,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300030&year=2025&res=county
 Georgia,Bacon County,1300050,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300050,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300050&year=2025&res=county
 Georgia,Baker County,1300070,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300070,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300070&year=2025&res=county
 Georgia,Baldwin County,1300090,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300090,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300090&year=2025&res=county
 Georgia,Banks County,1300110,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300110,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300110&year=2025&res=county
 Georgia,Barrow County,1300130,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300130,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300130&year=2025&res=county
 Georgia,Bartow County,1300150,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300150,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300150&year=2025&res=county
 Georgia,Ben Hill County,1300170,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300170,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300170&year=2025&res=county
 Georgia,Berrien County,1300190,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300190,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300190&year=2025&res=county
 Georgia,Bibb County,1300210,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300210,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300210&year=2025&res=county
 Georgia,Bleckley County,1300230,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300230,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300230&year=2025&res=county
 Georgia,Brantley County,1300250,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300250,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300250&year=2025&res=county
 Georgia,Brooks County,1300270,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300270,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300270&year=2025&res=county
 Georgia,Bryan County,1300290,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300290,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300290&year=2025&res=county
 Georgia,Bulloch County,1300310,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300310,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300310&year=2025&res=county
 Georgia,Burke County,1300330,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300330,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300330&year=2025&res=county
 Georgia,Butts County,1300350,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300350,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300350&year=2025&res=county
 Georgia,Calhoun County,1300370,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300370,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300370&year=2025&res=county
 Georgia,Camden County,1300390,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300390,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300390&year=2025&res=county
 Georgia,Candler County,1300410,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300410,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300410&year=2025&res=county
 Georgia,Carroll County,1300430,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300430,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300430&year=2025&res=county
 Georgia,Catoosa County,1300450,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300450,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300450&year=2025&res=county
 Georgia,Charlton County,1300470,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300470,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300470&year=2025&res=county
 Georgia,Chatham County,1300490,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300490,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300490&year=2025&res=county
 Georgia,Chattahoochee County,1300510,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300510,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300510&year=2025&res=county
 Georgia,Chattooga County,1300530,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300530,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300530&year=2025&res=county
 Georgia,Cherokee County,1300550,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300550,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300550&year=2025&res=county
 Georgia,Clarke County,1300570,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300570,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300570&year=2025&res=county
 Georgia,Clay County,1300590,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300590,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300590&year=2025&res=county
 Georgia,Clayton County,1300610,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300610,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300610&year=2025&res=county
 Georgia,Clinch County,1300630,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300630,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300630&year=2025&res=county
 Georgia,Cobb County,1300650,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300650,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300650&year=2025&res=county
 Georgia,Coffee County,1300670,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300670,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300670&year=2025&res=county
 Georgia,Colquitt County,1300690,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300690,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300690&year=2025&res=county
 Georgia,Columbia County,1300710,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300710,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300710&year=2025&res=county
 Georgia,Cook County,1300730,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300730,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300730&year=2025&res=county
 Georgia,Coweta County,1300750,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300750,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300750&year=2025&res=county
 Georgia,Crawford County,1300770,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300770,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300770&year=2025&res=county
 Georgia,Crisp County,1300790,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300790,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300790&year=2025&res=county
 Georgia,Dade County,1300810,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300810,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300810&year=2025&res=county
 Georgia,Dawson County,1300830,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300830,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300830&year=2025&res=county
 Georgia,Decatur County,1300850,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300850,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300850&year=2025&res=county
 Georgia,DeKalb County,1300870,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300870,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300870&year=2025&res=county
 Georgia,Dodge County,1300890,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300890,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300890&year=2025&res=county
 Georgia,Dooly County,1300910,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300910,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300910&year=2025&res=county
 Georgia,Dougherty County,1300930,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300930,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300930&year=2025&res=county
 Georgia,Douglas County,1300950,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300950,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300950&year=2025&res=county
 Georgia,Early County,1300970,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300970,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300970&year=2025&res=county
 Georgia,Echols County,1300990,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1300990,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1300990&year=2025&res=county
 Georgia,Effingham County,1301010,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301010,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301010&year=2025&res=county
 Georgia,Elbert County,1301030,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301030,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301030&year=2025&res=county
 Georgia,Emanuel County,1301050,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301050,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301050&year=2025&res=county
 Georgia,Evans County,1301070,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301070,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301070&year=2025&res=county
 Georgia,Fannin County,1301090,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301090,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301090&year=2025&res=county
 Georgia,Fayette County,1301110,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301110,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301110&year=2025&res=county
 Georgia,Floyd County,1301130,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301130,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301130&year=2025&res=county
 Georgia,Forsyth County,1301150,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301150,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301150&year=2025&res=county
 Georgia,Franklin County,1301170,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301170,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301170&year=2025&res=county
 Georgia,Fulton County,1301190,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301190,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301190&year=2025&res=county
 Georgia,Gilmer County,1301210,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301210,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301210&year=2025&res=county
 Georgia,Glascock County,1301230,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301230,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301230&year=2025&res=county
 Georgia,Glynn County,1301250,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301250,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301250&year=2025&res=county
 Georgia,Gordon County,1301270,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301270,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301270&year=2025&res=county
 Georgia,Grady County,1301290,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301290,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301290&year=2025&res=county
 Georgia,Greene County,1301310,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301310,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301310&year=2025&res=county
 Georgia,Gwinnett County,1301330,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301330,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301330&year=2025&res=county
 Georgia,Habersham County,1301350,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301350,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301350&year=2025&res=county
 Georgia,Hall County,1301370,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301370,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301370&year=2025&res=county
 Georgia,Hancock County,1301390,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301390,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301390&year=2025&res=county
 Georgia,Haralson County,1301410,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301410,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301410&year=2025&res=county
 Georgia,Harris County,1301430,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301430,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301430&year=2025&res=county
 Georgia,Hart County,1301450,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301450,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301450&year=2025&res=county
 Georgia,Heard County,1301470,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301470,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301470&year=2025&res=county
 Georgia,Henry County,1301490,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301490,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301490&year=2025&res=county
 Georgia,Houston County,1301510,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301510,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301510&year=2025&res=county
 Georgia,Irwin County,1301530,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301530,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301530&year=2025&res=county
 Georgia,Jackson County,1301550,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301550,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301550&year=2025&res=county
 Georgia,Jasper County,1301570,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301570,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301570&year=2025&res=county
 Georgia,Jeff Davis County,1301590,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301590,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301590&year=2025&res=county
 Georgia,Jefferson County,1301610,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301610,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301610&year=2025&res=county
 Georgia,Jenkins County,1301630,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301630,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301630&year=2025&res=county
 Georgia,Johnson County,1301650,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301650,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301650&year=2025&res=county
 Georgia,Jones County,1301670,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301670,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301670&year=2025&res=county
 Georgia,Lamar County,1301690,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301690,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301690&year=2025&res=county
 Georgia,Lanier County,1301710,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301710,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301710&year=2025&res=county
 Georgia,Laurens County,1301730,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301730,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301730&year=2025&res=county
 Georgia,Lee County,1301750,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301750,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301750&year=2025&res=county
 Georgia,Liberty County,1301770,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301770,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301770&year=2025&res=county
 Georgia,Lincoln County,1301790,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301790,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301790&year=2025&res=county
 Georgia,Long County,1301810,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301810,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301810&year=2025&res=county
 Georgia,Lowndes County,1301830,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301830,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301830&year=2025&res=county
 Georgia,Lumpkin County,1301850,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301850,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301850&year=2025&res=county
 Georgia,McDuffie County,1301870,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301870,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301870&year=2025&res=county
 Georgia,McIntosh County,1301890,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301890,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301890&year=2025&res=county
 Georgia,Macon County,1301910,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301910,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301910&year=2025&res=county
 Georgia,Madison County,1301930,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301930,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301930&year=2025&res=county
 Georgia,Marion County,1301950,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301950,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301950&year=2025&res=county
 Georgia,Meriwether County,1301970,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301970,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301970&year=2025&res=county
 Georgia,Miller County,1301990,https://maps.nrel.gov/slope/energy-snapshot?geoId=G1301990,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G1301990&year=2025&res=county
